timestamp, pstate, clocks.current.sm [MHz], clocks.max.sm [MHz], clocks.current.memory [MHz], clocks.max.memory [MHz], memory.total [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%], temperature.gpu, power.draw [W], power.limit [W], power.management
2025/04/13 22:14:48.569, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 87 %, 25 %, 53, 84.77 W, 250.00 W, Enabled
2025/04/13 22:14:53.574, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 19 %, 53, 127.78 W, 250.00 W, Enabled
2025/04/13 22:14:58.578, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 23 %, 53, 113.31 W, 250.00 W, Enabled
2025/04/13 22:15:03.582, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 25 %, 53, 119.07 W, 250.00 W, Enabled
2025/04/13 22:15:08.588, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 86 %, 19 %, 53, 107.23 W, 250.00 W, Enabled
2025/04/13 22:15:13.592, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 24 %, 53, 99.23 W, 250.00 W, Enabled
2025/04/13 22:15:18.596, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 53, 94.86 W, 250.00 W, Enabled
2025/04/13 22:15:23.601, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 53, 130.80 W, 250.00 W, Enabled
2025/04/13 22:15:28.606, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 53, 110.11 W, 250.00 W, Enabled
2025/04/13 22:15:33.613, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 121.74 W, 250.00 W, Enabled
2025/04/13 22:15:38.617, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 25 %, 52, 120.73 W, 250.00 W, Enabled
2025/04/13 22:15:43.623, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 127.03 W, 250.00 W, Enabled
2025/04/13 22:15:48.627, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 129.75 W, 250.00 W, Enabled
2025/04/13 22:15:53.631, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 104.14 W, 250.00 W, Enabled
2025/04/13 22:15:58.638, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 52, 88.30 W, 250.00 W, Enabled
2025/04/13 22:16:03.642, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 85 %, 22 %, 52, 100.51 W, 250.00 W, Enabled
2025/04/13 22:16:08.649, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 121.07 W, 250.00 W, Enabled
2025/04/13 22:16:13.653, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 98.56 W, 250.00 W, Enabled
2025/04/13 22:16:18.658, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 52, 126.54 W, 250.00 W, Enabled
2025/04/13 22:16:23.662, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 52, 84.06 W, 250.00 W, Enabled
2025/04/13 22:16:28.674, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 52, 81.61 W, 250.00 W, Enabled
2025/04/13 22:16:33.678, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 22 %, 53, 99.52 W, 250.00 W, Enabled
2025/04/13 22:16:38.683, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 134.95 W, 250.00 W, Enabled
2025/04/13 22:16:43.687, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 52, 132.28 W, 250.00 W, Enabled
2025/04/13 22:16:48.691, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 87 %, 26 %, 52, 126.72 W, 250.00 W, Enabled
2025/04/13 22:16:53.695, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 53, 130.36 W, 250.00 W, Enabled
2025/04/13 22:16:58.700, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 52, 91.50 W, 250.00 W, Enabled
2025/04/13 22:17:03.704, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 53, 110.64 W, 250.00 W, Enabled
2025/04/13 22:17:08.711, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 118.36 W, 250.00 W, Enabled
2025/04/13 22:17:13.715, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 53, 96.13 W, 250.00 W, Enabled
2025/04/13 22:17:18.720, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 94.42 W, 250.00 W, Enabled
2025/04/13 22:17:23.729, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 53, 79.86 W, 250.00 W, Enabled
2025/04/13 22:17:28.733, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 123.63 W, 250.00 W, Enabled
2025/04/13 22:17:33.737, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 85 %, 22 %, 53, 127.98 W, 250.00 W, Enabled
2025/04/13 22:17:38.741, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 20 %, 53, 121.50 W, 250.00 W, Enabled
2025/04/13 22:17:43.746, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 21 %, 53, 118.12 W, 250.00 W, Enabled
2025/04/13 22:17:48.750, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 73 %, 21 %, 52, 115.91 W, 250.00 W, Enabled
2025/04/13 22:17:53.755, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 81 %, 23 %, 52, 118.34 W, 250.00 W, Enabled
2025/04/13 22:17:58.759, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 89 %, 20 %, 52, 81.36 W, 250.00 W, Enabled
2025/04/13 22:18:03.763, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 88 %, 19 %, 52, 125.83 W, 250.00 W, Enabled
2025/04/13 22:18:08.767, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 111.56 W, 250.00 W, Enabled
2025/04/13 22:18:13.772, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 113.99 W, 250.00 W, Enabled
2025/04/13 22:18:18.776, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 52, 98.80 W, 250.00 W, Enabled
2025/04/13 22:18:23.783, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 113.03 W, 250.00 W, Enabled
2025/04/13 22:18:28.787, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 120.77 W, 250.00 W, Enabled
2025/04/13 22:18:33.791, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 77 %, 17 %, 52, 97.33 W, 250.00 W, Enabled
2025/04/13 22:18:38.795, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 19 %, 52, 130.89 W, 250.00 W, Enabled
2025/04/13 22:18:43.800, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 124.68 W, 250.00 W, Enabled
2025/04/13 22:18:48.807, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 20 %, 52, 120.06 W, 250.00 W, Enabled
2025/04/13 22:18:53.818, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 78.13 W, 250.00 W, Enabled
2025/04/13 22:18:58.822, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 52, 118.14 W, 250.00 W, Enabled
2025/04/13 22:19:03.826, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 52, 124.17 W, 250.00 W, Enabled
2025/04/13 22:19:08.833, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 23 %, 52, 100.75 W, 250.00 W, Enabled
2025/04/13 22:19:13.843, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 26 %, 52, 94.18 W, 250.00 W, Enabled
2025/04/13 22:19:18.849, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 79.59 W, 250.00 W, Enabled
2025/04/13 22:19:23.853, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 22 %, 52, 99.24 W, 250.00 W, Enabled
2025/04/13 22:19:28.858, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 52, 124.88 W, 250.00 W, Enabled
2025/04/13 22:19:33.862, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 25 %, 52, 126.28 W, 250.00 W, Enabled
2025/04/13 22:19:38.866, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 26 %, 52, 119.33 W, 250.00 W, Enabled
2025/04/13 22:19:43.870, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 78 %, 23 %, 52, 116.47 W, 250.00 W, Enabled
2025/04/13 22:19:48.874, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 52, 96.37 W, 250.00 W, Enabled
2025/04/13 22:19:53.879, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 94 %, 21 %, 52, 91.30 W, 250.00 W, Enabled
2025/04/13 22:19:58.883, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 23 %, 52, 80.61 W, 250.00 W, Enabled
2025/04/13 22:20:03.887, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 136.74 W, 250.00 W, Enabled
2025/04/13 22:20:08.891, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 122.25 W, 250.00 W, Enabled
2025/04/13 22:20:13.895, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 53, 120.55 W, 250.00 W, Enabled
2025/04/13 22:20:18.899, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 53, 99.96 W, 250.00 W, Enabled
2025/04/13 22:20:23.903, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 114.02 W, 250.00 W, Enabled
2025/04/13 22:20:28.908, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 76.50 W, 250.00 W, Enabled
2025/04/13 22:20:33.914, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 22 %, 53, 97.57 W, 250.00 W, Enabled
2025/04/13 22:20:38.918, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 109.20 W, 250.00 W, Enabled
2025/04/13 22:20:43.922, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 92 %, 26 %, 53, 82.11 W, 250.00 W, Enabled
2025/04/13 22:20:48.928, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 107.06 W, 250.00 W, Enabled
2025/04/13 22:20:53.940, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 24 %, 53, 84.79 W, 250.00 W, Enabled
2025/04/13 22:20:58.944, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 25 %, 53, 120.31 W, 250.00 W, Enabled
2025/04/13 22:21:03.948, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 124.17 W, 250.00 W, Enabled
2025/04/13 22:21:08.955, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 21 %, 53, 117.09 W, 250.00 W, Enabled
2025/04/13 22:21:13.959, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 53, 98.01 W, 250.00 W, Enabled
2025/04/13 22:21:18.965, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 25 %, 53, 85.46 W, 250.00 W, Enabled
2025/04/13 22:21:23.969, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 131.80 W, 250.00 W, Enabled
2025/04/13 22:21:28.973, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 21 %, 53, 111.07 W, 250.00 W, Enabled
2025/04/13 22:21:33.980, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 91 %, 26 %, 53, 120.53 W, 250.00 W, Enabled
2025/04/13 22:21:38.985, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 87 %, 23 %, 53, 106.52 W, 250.00 W, Enabled
2025/04/13 22:21:43.989, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 23 %, 53, 121.80 W, 250.00 W, Enabled
2025/04/13 22:21:48.993, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 93 %, 26 %, 54, 133.27 W, 250.00 W, Enabled
2025/04/13 22:21:53.997, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 26 %, 53, 127.25 W, 250.00 W, Enabled
2025/04/13 22:21:59.006, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 53, 81.78 W, 250.00 W, Enabled
2025/04/13 22:22:04.010, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 90 %, 24 %, 54, 124.11 W, 250.00 W, Enabled
2025/04/13 22:22:09.014, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 96 %, 20 %, 54, 133.10 W, 250.00 W, Enabled
2025/04/13 22:22:14.018, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1940 MiB, 10253 MiB, 95 %, 20 %, 53, 74.07 W, 250.00 W, Enabled
2025/04/13 22:22:19.022, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1942 MiB, 10251 MiB, 89 %, 20 %, 52, 75.53 W, 250.00 W, Enabled
2025/04/13 22:22:24.026, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1942 MiB, 10251 MiB, 93 %, 19 %, 52, 81.38 W, 250.00 W, Enabled
2025/04/13 22:22:29.030, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 1942 MiB, 10251 MiB, 90 %, 18 %, 52, 76.75 W, 250.00 W, Enabled
2025/04/13 22:22:34.034, P0, 1328 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 50, 40.52 W, 250.00 W, Enabled
2025/04/13 22:22:39.038, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 48, 28.34 W, 250.00 W, Enabled
2025/04/13 22:22:44.042, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 46, 28.10 W, 250.00 W, Enabled
2025/04/13 22:22:49.046, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 45, 27.85 W, 250.00 W, Enabled
2025/04/13 22:22:54.050, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 44, 27.85 W, 250.00 W, Enabled
2025/04/13 22:22:59.054, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 44, 27.36 W, 250.00 W, Enabled
2025/04/13 22:23:04.060, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 43, 27.36 W, 250.00 W, Enabled
2025/04/13 22:23:09.064, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 42, 27.36 W, 250.00 W, Enabled
2025/04/13 22:23:14.068, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 41, 27.12 W, 250.00 W, Enabled
2025/04/13 22:23:19.074, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 41, 27.12 W, 250.00 W, Enabled
2025/04/13 22:23:24.078, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 40, 26.88 W, 250.00 W, Enabled
2025/04/13 22:23:29.082, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 40, 26.88 W, 250.00 W, Enabled
2025/04/13 22:23:34.086, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 39, 26.63 W, 250.00 W, Enabled
2025/04/13 22:23:39.091, P0, 405 MHz, 1328 MHz, 715 MHz, 715 MHz, 12288 MiB, 0 MiB, 12193 MiB, 0 %, 0 %, 39, 26.63 W, 250.00 W, Enabled
